"state","zipcode","total_pop","total_income","country","avg_income"
"IN",46571,"2440","137627","USA","56404.508196721311"
"IN",46573,"1730","121564","USA","70268.208092485549"
"IN",46574,"3830","203539","USA","53143.342036553525"
"IN",46580,"10520","639857","USA","60822.908745247148"
"IN",46582,"6530","438895","USA","67212.098009188361"
"IN",46590,"2100","167883","USA","79944.285714285714"
"IN",46601,"2140","74334","USA","34735.514018691589"
"IN",46613,"4890","142237","USA","29087.321063394683"
"IN",46614,"15190","973186","USA","64067.544437129691"
"IN",46615,"7120","317906","USA","44649.719101123596"
"IN",46616,"2770","119300","USA","43068.592057761733"
"IN",46617,"4420","361537","USA","81795.701357466063"
"IN",46619,"9590","362277","USA","37776.538060479666"
"IN",46628,"12460","601883","USA","48305.216693418941"
"IN",46635,"3070","192835","USA","62812.703583061889"
"IN",46637,"7450","426700","USA","57275.167785234899"
"IN",46701,"3590","195532","USA","54465.738161559889"
"IN",46702,"1030","51068","USA","49580.582524271845"
"IN",46703,"8570","517869","USA","60428.121353558926"
"IN",46705,"840","38112","USA","45371.428571428571"
"IN",46706,"9730","618124","USA","63527.646454265159"
"IN",46710,"2240","130395","USA","58212.053571428571"
"IN",46711,"3150","176418","USA","56005.714285714286"
"IN",46714,"7070","438199","USA","61980.056577086280"
"IN",46721,"2200","113251","USA","51477.727272727273"
"IN",46723,"3740","232980","USA","62294.117647058824"
"IN",46725,"11950","723490","USA","60543.096234309623"
"IN",46730,"650","49211","USA","75709.230769230769"
"IN",46731,"300","18160","USA","60533.333333333333"
"IN",46732,"1410","63797","USA","45246.099290780142"
"IN",46733,"9000","495735","USA","55081.666666666667"
"IN",46737,"3530","234908","USA","66546.175637393768"
"IN",46738,"3900","187453","USA","48064.871794871795"
"IN",46740,"1520","71179","USA","46828.289473684211"
"IN",46741,"1860","119456","USA","64223.655913978495"
"IN",46742,"1630","105972","USA","65013.496932515337"
"IN",46743,"1040","55943","USA","53791.346153846154"
"IN",46745,"970","62308","USA","64235.051546391753"
"IN",46746,"1850","99393","USA","53725.945945945946"
"IN",46747,"1210","64838","USA","53585.123966942149"
"IN",46748,"3300","316111","USA","95791.212121212121"
"IN",46750,"12430","640094","USA","51495.897023330652"
"IN",46755,"7370","377348","USA","51200.542740841248"
"IN",46759,"260","12626","USA","48561.538461538462"
"IN",46760,"580","29813","USA","51401.724137931034"
"IN",46761,"5400","280629","USA","51968.333333333333"
"IN",46763,"790","53288","USA","67453.164556962025"
"IN",46764,"660","37815","USA","57295.454545454545"
"IN",46765,"2580","226199","USA","87674.031007751938"
"IN",46766,"260","12801","USA","49234.615384615385"
"IN",46767,"3830","187957","USA","49074.934725848564"
"IN",46770,"1270","78403","USA","61734.645669291339"
"IN",46772,"1240","60654","USA","48914.516129032258"
"IN",46773,"1770","105149","USA","59406.214689265537"
"IN",46774,"8650","447756","USA","51763.699421965318"
"IN",46776,"750","34105","USA","45473.333333333333"
"IN",46777,"3170","183650","USA","57933.753943217666"
"IN",46779,"980","53310","USA","54397.959183673469"
"IN",46781,"420","22185","USA","52821.428571428571"
"IN",46783,"3530","349533","USA","99017.847025495751"
"IN",46784,"1120","69485","USA","62040.178571428571"
"IN",46785,"680","38626","USA","56802.941176470588"
"IN",46787,"1790","95842","USA","53543.016759776536"
"IN",46788,"1480","114278","USA","77214.864864864865"
"IN",46791,"420","29972","USA","71361.904761904762"
"IN",46792,"1880","100776","USA","53604.255319148936"
"IN",46793,"2030","113145","USA","55736.453201970443"
"IN",46794,"610","31083","USA","50955.737704918033"
"IN",46795,"2950","201111","USA","68173.220338983051"
"IN",46797,"1850","108812","USA","58817.297297297297"
"IN",46798,"620","35228","USA","56819.354838709677"
"IN",46802,"4440","198662","USA","44743.693693693694"
"IN",46803,"3900","107120","USA","27466.666666666667"
"IN",46804,"14460","1196854","USA","82769.986168741355"
"IN",46805,"9980","417818","USA","41865.531062124248"
"IN",46806,"10130","283738","USA","28009.674234945706"
"IN",46807,"7640","338961","USA","44366.623036649215"
"IN",46808,"9520","363224","USA","38153.781512605042"
"IN",46809,"4460","190348","USA","42678.923766816143"
"IN",46814,"7220","1262687","USA","174887.396121883657"
"IN",46815,"13550","687710","USA","50753.505535055351"
"IN",46816,"8160","303412","USA","37182.843137254902"
"IN",46818,"9960","605251","USA","60768.172690763052"
"IN",46819,"4580","212744","USA","46450.655021834061"
"IN",46825,"14570","816766","USA","56058.064516129032"
"IN",46835,"18380","1131178","USA","61543.960826985854"
"IN",46845,"12910","1379018","USA","106817.815646785438"
"IN",46901,"17480","859794","USA","49187.299771167048"
"IN",46902,"17840","971569","USA","54460.145739910314"
"IN",46910,"1490","75408","USA","50609.395973154362"
"IN",46911,"620","34631","USA","55856.451612903226"
"IN",46913,"620","39171","USA","63179.032258064516"
"IN",46914,"920","44744","USA","48634.782608695652"
"IN",46915,"360","18872","USA","52422.222222222222"
"IN",46917,"830","45020","USA","54240.963855421687"
"IN",46919,"1020","58308","USA","57164.705882352941"
"IN",46920,"500","31910","USA","63820.000000000000"
"IN",46923,"3810","201870","USA","52984.251968503937"
"IN",46926,"770","41762","USA","54236.363636363636"
"IN",46928,"2150","102805","USA","47816.279069767442"
"IN",46929,"1500","82890","USA","55260.000000000000"
"IN",46930,"100","3802","USA","38020.000000000000"
"IN",46932,"1640","93690","USA","57128.048780487805"
"IN",46933,"3080","132525","USA","43027.597402597403"
"IN",46936,"2820","181354","USA","64309.929078014184"
"IN",46938,"1370","63465","USA","46324.817518248175"
"IN",46939,"890","45376","USA","50984.269662921348"
"IN",46940,"1100","62187","USA","56533.636363636364"
"IN",46941,"520","28826","USA","55434.615384615385"
"IN",46943,"140","4401","USA","31435.714285714286"
"IN",46947,"12890","589509","USA","45733.824670287044"
"IN",46950,"310","16313","USA","52622.580645161290"
"IN",46951,"950","45693","USA","48097.894736842105"
"IN",46952,"9010","468287","USA","51974.139844617092"
"IN",46953,"8800","335420","USA","38115.909090909091"
"IN",46960,"520","24267","USA","46667.307692307692"
"IN",46962,"4090","246817","USA","60346.454767726161"
"IN",46970,"10580","492600","USA","46559.546313799622"
"IN",46974,"800","40870","USA","51087.500000000000"
"IN",46975,"6480","354876","USA","54764.814814814815"
"IN",46978,"990","50275","USA","50782.828282828283"
"IN",46979,"2370","164559","USA","69434.177215189873"
"IN",46982,"1220","63543","USA","52084.426229508197"
"IN",46985,"660","32105","USA","48643.939393939394"
"IN",46986,"860","50322","USA","58513.953488372093"
"IN",46988,"370","16767","USA","45316.216216216216"
"IN",46989,"1640","88634","USA","54045.121951219512"
"IN",46990,"390","24146","USA","61912.820512820513"
"IN",46991,"740","34763","USA","46977.027027027027"
"IN",46992,"7650","451941","USA","59077.254901960784"
"IN",46994,"1260","72323","USA","57399.206349206349"
"IN",46996,"3130","162034","USA","51768.051118210863"
"IN",47001,"5050","270251","USA","53515.049504950495"
"IN",47003,"410","18803","USA","45860.975609756098"
"IN",47006,"6030","479040","USA","79442.786069651741"
"IN",47010,"120","7576","USA","63133.333333333333"
"IN",47011,"400","22009","USA","55022.500000000000"
"IN",47012,"4720","270758","USA","57363.983050847458"
"IN",47016,"470","28836","USA","61353.191489361702"
"IN",47017,"280","14727","USA","52596.428571428571"
"IN",47018,"2060","110101","USA","53447.087378640777"
"IN",47020,"470","23057","USA","49057.446808510638"
"IN",47022,"1610","123872","USA","76939.130434782609"
"IN",47023,"720","34824","USA","48366.666666666667"
"IN",47024,"1200","53503","USA","44585.833333333333"
"IN",47025,"11210","753739","USA","67238.090990187333"
"IN",47030,"710","31751","USA","44719.718309859155"
"IN",47031,"2460","126603","USA","51464.634146341463"
"IN",47032,"1710","91285","USA","53383.040935672515"
"IN",47036,"550","39114","USA","71116.363636363636"
"IN",47037,"1960","96096","USA","49028.571428571429"
"IN",47038,"480","23324","USA","48591.666666666667"
"IN",47040,"2380","132215","USA","55552.521008403361"
"IN",47041,"2950","164774","USA","55855.593220338983"
"IN",47042,"1970","97925","USA","49708.121827411168"
"IN",47043,"2250","103214","USA","45872.888888888889"
"IN",47060,"3350","227382","USA","67875.223880597015"
"IN",47102,"2770","116369","USA","42010.469314079422"
"IN",47106,"2230","151439","USA","67909.865470852018"
"IN",47108,"960","41461","USA","43188.541666666667"
"IN",47110,"200","8132","USA","40660.000000000000"
"IN",47111,"7640","469686","USA","61477.225130890052"
"IN",47112,"7940","461062","USA","58068.261964735516"
"IN",47114,"210","10118","USA","48180.952380952381"
"IN",47115,"1130","61209","USA","54167.256637168142"
"IN",47116,"320","12474","USA","38981.250000000000"
"IN",47117,"1990","112488","USA","56526.633165829146"
"IN",47118,"1400","58119","USA","41513.571428571429"
"IN",47119,"5900","667934","USA","113209.152542372881"
"IN",47120,"420","19554","USA","46557.142857142857"
"IN",47122,"5330","394902","USA","74090.431519699812"
"IN",47124,"2340","190969","USA","81610.683760683761"
"IN",47125,"710","35407","USA","49869.014084507042"
"IN",47126,"2110","139715","USA","66215.639810426540"
"IN",47129,"9320","377035","USA","40454.399141630901"
"IN",47130,"23510","1253688","USA","53325.733730327520"
"IN",47135,"590","29801","USA","50510.169491525424"
"IN",47136,"2310","173669","USA","75181.385281385281"
"IN",47137,"580","28104","USA","48455.172413793103"
"IN",47138,"1950","97481","USA","49990.256410256410"
"IN",47140,"1150","47315","USA","41143.478260869565"
"IN",47141,"760","40944","USA","53873.684210526316"
"IN",47142,"370","16746","USA","45259.459459459459"
"IN",47143,"1790","113977","USA","63674.301675977654"
"IN",47145,"880","39316","USA","44677.272727272727"
"IN",47147,"460","24877","USA","54080.434782608696"
"IN",47150,"23630","1251874","USA","52978.163351671604"
"IN",47161,"1740","90885","USA","52232.758620689655"
"IN",47162,"450","21606","USA","48013.333333333333"
"IN",47163,"710","39134","USA","55118.309859154930"
"IN",47164,"1620","88783","USA","54804.320987654321"
"IN",47165,"2660","132874","USA","49952.631578947368"
"IN",47166,"710","35802","USA","50425.352112676056"
"IN",47167,"7000","339099","USA","48442.714285714286"
"IN",47170,"6610","314297","USA","47548.714069591528"
"IN",47172,"9140","665216","USA","72780.743982494530"
"IN",47175,"390","17570","USA","45051.282051282051"
"IN",47177,"600","33915","USA","56525.000000000000"
"IN",47201,"21680","1600028","USA","73802.029520295203"
"IN",47203,"13020","969951","USA","74497.004608294931"
"IN",47220,"2520","150801","USA","59841.666666666667"
"IN",47223,"650","29425","USA","45269.230769230769"
"IN",47224,"220","9450","USA","42954.545454545455"
"IN",47227,"720","34491","USA","47904.166666666667"
"IN",47229,"1460","71885","USA","49236.301369863014"
"IN",47230,"870","41572","USA","47783.908045977011"
"IN",47231,"510","22923","USA","44947.058823529412"
"IN",47232,"1160","66188","USA","57058.620689655172"
"IN",47234,"690","40832","USA","59176.811594202899"
"IN",47235,"870","46391","USA","53322.988505747126"
"IN",47240,"10470","582936","USA","55676.790830945559"
"IN",47243,"2340","117266","USA","50113.675213675214"
"IN",47244,"350","19348","USA","55280.000000000000"
"IN",47246,"1950","109543","USA","56175.897435897436"
"IN",47250,"10070","560627","USA","55672.989076464747"
"IN",47260,"800","35302","USA","44127.500000000000"
"IN",47264,"590","28625","USA","48516.949152542373"
"IN",47265,"9180","434684","USA","47351.198257080610"
"IN",47270,"330","16422","USA","49763.636363636364"
"IN",47272,"890","43186","USA","48523.595505617978"
"IN",47273,"880","48288","USA","54872.727272727273"
"IN",47274,"15050","852058","USA","56615.149501661130"
"IN",47281,"690","41762","USA","60524.637681159420"
"IN",47283,"1660","80540","USA","48518.072289156627"
"IN",47302,"11310","407983","USA","36072.767462422635"
"IN",47303,"9270","382837","USA","41298.489751887810"
"IN",47304,"13910","853943","USA","61390.582314881380"
"IN",47305,"1340","42943","USA","32047.014925373134"
"IN",47320,"1890","104099","USA","55078.835978835979"
"IN",47325,"290","12798","USA","44131.034482758621"
"IN",47326,"780","36743","USA","47106.410256410256"
"IN",47327,"1940","90914","USA","46862.886597938144"
"IN",47330,"2540","143605","USA","56537.401574803150"
"IN",47331,"9700","452055","USA","46603.608247422680"
"IN",47334,"1560","88037","USA","56433.974358974359"
"IN",47336,"1580","69245","USA","43825.949367088608"
"IN",47338,"1260","62260","USA","49412.698412698413"
"IN",47339,"290","14136","USA","48744.827586206897"
"IN",47340,"1350","66867","USA","49531.111111111111"
"IN",47341,"1010","50335","USA","49836.633663366337"
"IN",47342,"1190","66932","USA","56245.378151260504"
"IN",47345,"610","33637","USA","55142.622950819672"
"IN",47346,"1810","94811","USA","52381.767955801105"
"IN",47348,"4310","201642","USA","46784.686774941995"
"IN",47352,"440","23069","USA","52429.545454545455"
"IN",47353,"2680","131526","USA","49076.865671641791"
"IN",47354,"490","24343","USA","49679.591836734694"
"IN",47355,"1210","55811","USA","46124.793388429752"
"IN",47356,"2750","152863","USA","55586.545454545455"
"IN",47357,"540","27605","USA","51120.370370370370"
"IN",47358,"420","20115","USA","47892.857142857143"
"IN",47359,"1370","63693","USA","46491.240875912409"
"IN",47360,"680","37984","USA","55858.823529411765"
"IN",47362,"12210","576967","USA","47253.644553644554"
"IN",47368,"1240","64013","USA","51623.387096774194"
"IN",47369,"540","23024","USA","42637.037037037037"
"IN",47371,"5350","268693","USA","50222.990654205607"
"IN",47373,"960","41190","USA","42906.250000000000"
"IN",47374,"19730","942636","USA","47776.786619361379"
"IN",47380,"870","38991","USA","44817.241379310345"
"IN",47383,"1330","76189","USA","57284.962406015038"
"IN",47384,"970","50224","USA","51777.319587628866"
"IN",47385,"790","38955","USA","49310.126582278481"
"IN",47386,"570","32084","USA","56287.719298245614"
"IN",47387,"340","15645","USA","46014.705882352941"
"IN",47390,"2230","92061","USA","41282.959641255605"
"IN",47393,"660","35064","USA","53127.272727272727"
"IN",47394,"3630","170481","USA","46964.462809917355"
"IN",47396,"3590","263941","USA","73521.169916434540"
"IN",47401,"18190","1579723","USA","86845.684442001100"
"IN",47403,"15420","814278","USA","52806.614785992218"
"IN",47404,"9680","523778","USA","54109.297520661157"
"IN",47406,"200","1777","USA","8885.0000000000000000"
"IN",47408,"7860","645892","USA","82174.554707379135"
"IN",47421,"12810","669880","USA","52293.520686963310"
"IN",47424,"4110","226234","USA","55044.768856447689"
"IN",47427,"420","18030","USA","42928.571428571429"
"IN",47429,"3770","202014","USA","53584.615384615385"
"IN",47431,"620","28210","USA","45500.000000000000"
"IN",47432,"2150","93106","USA","43305.116279069767"
"IN",47433,"1780","91512","USA","51411.235955056180"
"IN",47436,"710","38482","USA","54200.000000000000"
"IN",47438,"1840","86129","USA","46809.239130434783"
"IN",47441,"4080","198923","USA","48755.637254901961"
"IN",47443,"490","23162","USA","47269.387755102041"
"IN",47446,"4240","199135","USA","46965.801886792453"
"IN",47448,"3910","248906","USA","63658.823529411765"
"IN",47449,"230","12385","USA","53847.826086956522"
"IN",47451,"610","27424","USA","44957.377049180328"
"IN",47452,"2140","98084","USA","45833.644859813084"
"IN",47453,"190","9468","USA","49831.578947368421"
"IN",47454,"3280","144606","USA","44087.195121951220"
"IN",47456,"550","30014","USA","54570.909090909091"
"IN",47459,"1620","87385","USA","53941.358024691358"
"IN",47460,"5390","269048","USA","49916.141001855288"
"IN",47462,"2240","128243","USA","57251.339285714286"
"IN",47465,"300","16731","USA","55770.000000000000"
"IN",47468,"640","47239","USA","73810.937500000000"
"IN",47469,"840","41341","USA","49215.476190476190"
"IN",47470,"710","35297","USA","49714.084507042254"
"IN",47471,"1190","58936","USA","49526.050420168067"
"IN",47501,"8190","416115","USA","50807.692307692308"
"IN",47512,"1540","67293","USA","43696.753246753247"
"IN",47513,"990","49248","USA","49745.454545454545"
"IN",47514,"160","7502","USA","46887.500000000000"
"IN",47515,"380","18428","USA","48494.736842105263"
"IN",47516,"590","37590","USA","63711.864406779661"
"IN",47519,"260","14559","USA","55996.153846153846"
"IN",47520,"1350","63598","USA","47109.629629629630"
"IN",47521,"500","30302","USA","60604.000000000000"
"IN",47522,"110","6109","USA","55536.363636363636"
"IN",47523,"1580","80071","USA","50677.848101265823"
"IN",47524,"210","10672","USA","50819.047619047619"
"IN",47525,"160","10574","USA","66087.500000000000"
"IN",47527,"1000","52732","USA","52732.000000000000"
"IN",47528,"320","17036","USA","53237.500000000000"
"IN",47529,"430","21866","USA","50851.162790697674"
"IN",47531,"450","27157","USA","60348.888888888889"
"IN",47532,"2360","184719","USA","78270.762711864407"
"IN",47537,"400","20679","USA","51697.500000000000"
"IN",47541,"620","38191","USA","61598.387096774194"
"IN",47542,"4930","279634","USA","56720.892494929006"
"IN",47546,"11340","832441","USA","73407.495590828924"
"IN",47550,"370","22868","USA","61805.405405405405"
"IN",47551,"260","15766","USA","60638.461538461538"
"IN",47553,"4000","220161","USA","55040.250000000000"
"IN",47557,"630","36034","USA","57196.825396825397"
"IN",47558,"2030","115889","USA","57088.177339901478"
"IN",47561,"680","40495","USA","59551.470588235294"
"IN",47562,"2020","130768","USA","64736.633663366337"
"IN",47564,"620","37151","USA","59920.967741935484"
"IN",47567,"2640","140569","USA","53245.833333333333"
"IN",47568,"380","18020","USA","47421.052631578947"
"IN",47575,"550","30147","USA","54812.727272727273"
"IN",47576,"180","8628","USA","47933.333333333333"
"IN",47577,"490","23842","USA","48657.142857142857"
"IN",47578,"330","16775","USA","50833.333333333333"
"IN",47579,"1360","105202","USA","77354.411764705882"
"IN",47580,"130","8127","USA","62515.384615384615"
"IN",47581,"1580","76668","USA","48524.050632911392"
"IN",47585,"210","11014","USA","52447.619047619048"
"IN",47586,"5300","269320","USA","50815.094339622642"
"IN",47588,"290","13989","USA","48237.931034482759"
"IN",47590,"360","20743","USA","57619.444444444444"
"IN",47591,"11330","620607","USA","54775.551632833186"
"IN",47597,"480","28320","USA","59000.000000000000"
"IN",47598,"1470","73562","USA","50042.176870748299"
"IN",47601,"6550","389342","USA","59441.526717557252"
"IN",47610,"2630","138008","USA","52474.524714828897"
"IN",47611,"530","27141","USA","51209.433962264151"
"IN",47612,"420","23733","USA","56507.142857142857"
"IN",47613,"1250","95382","USA","76305.600000000000"
"IN",47615,"710","36396","USA","51261.971830985915"
"IN",47616,"130","6128","USA","47138.461538461538"
"IN",47619,"790","46314","USA","58625.316455696203"
"IN",47620,"6070","398016","USA","65571.004942339374"
"IN",47630,"17920","1680647","USA","93786.104910714286"
"IN",47631,"960","62863","USA","65482.291666666667"
"IN",47633,"1300","88378","USA","67983.076923076923"
"IN",47634,"1030","54332","USA","52749.514563106796"
"IN",47635,"2480","136916","USA","55208.064516129032"
"IN",47637,"690","33593","USA","48685.507246376812"
"IN",47638,"1700","119949","USA","70558.235294117647"
"IN",47639,"2280","180231","USA","79048.684210526316"
"IN",47640,"420","23719","USA","56473.809523809524"
"IN",47648,"2130","126455","USA","59368.544600938967"
"IN",47649,"640","35263","USA","55098.437500000000"
"IN",47660,"2180","105847","USA","48553.669724770642"
"IN",47665,"1720","102331","USA","59494.767441860465"
"IN",47666,"700","34295","USA","48992.857142857143"
"IN",47670,"5790","293740","USA","50732.297063903282"
"IN",47708,"300","32188","USA","107293.333333333333"
"IN",47710,"8150","360650","USA","44251.533742331288"
"IN",47711,"15050","793021","USA","52692.425249169435"
"IN",47712,"11140","645643","USA","57957.181328545781"
"IN",47713,"4220","139921","USA","33156.635071090047"
"IN",47714,"15280","694499","USA","45451.505235602094"
"IN",47715,"14510","878854","USA","60568.849069607167"
"IN",47720,"8350","574227","USA","68769.700598802395"
"IN",47725,"9100","929311","USA","102122.087912087912"
"IN",47802,"14770","854575","USA","57858.835477318890"
"IN",47803,"9990","601889","USA","60249.149149149149"
"IN",47804,"4470","155844","USA","34864.429530201342"
"IN",47805,"6210","342276","USA","55116.908212560386"
"IN",47807,"3910","133050","USA","34028.132992327366"
"IN",47832,"470","22902","USA","48727.659574468085"
"IN",47833,"490","21350","USA","43571.428571428571"
"IN",47834,"8610","450499","USA","52322.764227642276"
"IN",47837,"520","24794","USA","47680.769230769231"
"IN",47838,"950","45266","USA","47648.421052631579"
"IN",47840,"700","41058","USA","58654.285714285714"
"IN",47841,"930","44619","USA","47977.419354838710"
"IN",47842,"4360","216216","USA","49590.825688073394"
"IN",47846,"310","17201","USA","55487.096774193548"
"IN",47847,"460","23804","USA","51747.826086956522"
"IN",47848,"700","35206","USA","50294.285714285714"
"IN",47849,"210","12101","USA","57623.809523809524"
"IN",47850,"1080","54358","USA","50331.481481481481"
"IN",47854,"340","19253","USA","56626.470588235294"
"IN",47858,"310","16548","USA","53380.645161290323"
"IN",47859,"430","20894","USA","48590.697674418605"
"IN",47861,"260","12810","USA","49269.230769230769"
"IN",47862,"670","30880","USA","46089.552238805970"
"IN",47866,"180","8340","USA","46333.333333333333"
"IN",47868,"1170","53689","USA","45888.034188034188"
"IN",47872,"3180","169358","USA","53257.232704402516"
"IN",47874,"1520","74574","USA","49061.842105263158"
"IN",47879,"1310","59714","USA","45583.206106870229"
"IN",47882,"3820","202468","USA","53002.094240837696"
"IN",47885,"4090","199688","USA","48823.471882640587"
"IN",47901,"1790","81927","USA","45769.273743016760"
"IN",47904,"7430","272924","USA","36732.705248990579"
"IN",47905,"20320","1346696","USA","66274.409448818898"
"IN",47906,"21350","1788534","USA","83772.084309133489"
"IN",47909,"20220","1155518","USA","57147.279920870425"
"IN",47917,"180","7630","USA","42388.888888888889"
"IN",47918,"2770","145145","USA","52398.916967509025"
"IN",47920,"1280","98848","USA","77225.000000000000"
"IN",47921,"470","22200","USA","47234.042553191489"
"IN",47922,"700","33752","USA","48217.142857142857"
"IN",47923,"1780","102002","USA","57304.494382022472"
"IN",47926,"500","23929","USA","47858.000000000000"
"IN",47928,"800","39748","USA","49685.000000000000"
"IN",47929,"420","22573","USA","53745.238095238095"
"IN",47930,"530","30432","USA","57418.867924528302"
"IN",47932,"2490","143341","USA","57566.666666666667"
"IN",47933,"13010","683828","USA","52561.721752498078"
"IN",47940,"710","37057","USA","52192.957746478873"
"IN",47942,"340","17010","USA","50029.411764705882"
"IN",47943,"450","24689","USA","54864.444444444444"
"IN",47944,"1670","92158","USA","55184.431137724551"
"IN",47946,"890","54137","USA","60828.089887640449"
"IN",47948,"570","29051","USA","50966.666666666667"
"IN",47949,"590","29023","USA","49191.525423728814"
"IN",47950,"410","16826","USA","41039.024390243902"
"IN",47951,"1020","50025","USA","49044.117647058824"
"IN",47952,"1150","54794","USA","47646.956521739130"
"IN",47954,"1020","57008","USA","55890.196078431373"
"IN",47955,"470","22679","USA","48253.191489361702"
"IN",47957,"720","30838","USA","42830.555555555556"
"IN",47959,"1230","52529","USA","42706.504065040650"
"IN",47960,"7340","401740","USA","54732.970027247956"
"IN",47963,"930","44550","USA","47903.225806451613"
"IN",47967,"330","17170","USA","52030.303030303030"
"IN",47968,"490","28704","USA","58579.591836734694"
"IN",47970,"940","51936","USA","55251.063829787234"
"IN",47971,"840","40924","USA","48719.047619047619"
"IN",47974,"540","27753","USA","51394.444444444444"
"IN",47975,"340","22912","USA","67388.235294117647"
"IN",47977,"1070","68739","USA","64242.056074766355"
"IN",47978,"5050","271228","USA","53708.514851485149"
"IN",47980,"520","27581","USA","53040.384615384615"
"IN",47981,"410","27144","USA","66204.878048780488"
"IN",47987,"1740","85848","USA","49337.931034482759"
"IN",47989,"560","31552","USA","56342.857142857143"
"IN",47990,"810","42963","USA","53040.740740740741"
"IN",47991,"480","23704","USA","49383.333333333333"
"IN",47992,"730","47775","USA","65445.205479452055"
"IN",47993,"1840","101574","USA","55203.260869565217"
"IN",47994,"290","15369","USA","52996.551724137931"
"IN",47995,"790","45499","USA","57593.670886075949"
"IN",99999,"23710","1328924","USA","56049.093209616196"
"KS",0,"1316420","92730754","USA","70441.617416933805"
"KS",66002,"5340","293820","USA","55022.471910112360"
"KS",66006,"3380","244390","USA","72304.733727810651"
"KS",66007,"4480","375502","USA","83817.410714285714"
"KS",66008,"110","6893","USA","62663.636363636364"
"KS",66010,"230","9382","USA","40791.304347826087"
"KS",66012,"4880","319578","USA","65487.295081967213"
"KS",66013,"1040","180938","USA","173978.846153846154"
"KS",66014,"160","7905","USA","49406.250000000000"
"KS",66015,"340","15335","USA","45102.941176470588"
"KS",66016,"260","14837","USA","57065.384615384615"
"KS",66017,"130","8878","USA","68292.307692307692"
"KS",66018,"2970","228429","USA","76912.121212121212"
"KS",66020,"760","51685","USA","68006.578947368421"
"KS",66021,"1270","80182","USA","63135.433070866142"
"KS",66023,"470","23831","USA","50704.255319148936"
"KS",66025,"3600","232365","USA","64545.833333333333"
"KS",66026,"280","16570","USA","59178.571428571429"
"KS",66027,"1430","98378","USA","68795.804195804196"
"KS",66030,"10860","688044","USA","63355.801104972376"
"KS",66032,"2150","109656","USA","51002.790697674419"
"KS",66033,"350","19068","USA","54480.000000000000"
"KS",66035,"420","23538","USA","56042.857142857143"
"KS",66039,"240","10200","USA","42500.000000000000"
"KS",66040,"1600","89251","USA","55781.875000000000"
"KS",66041,"360","18526","USA","51461.111111111111"
"KS",66042,"350","21224","USA","60640.000000000000"
"KS",66043,"4330","289745","USA","66915.704387990762"
"KS",66044,"10770","605980","USA","56265.552460538533"
"KS",66046,"8680","417782","USA","48131.566820276498"
"KS",66047,"9260","742727","USA","80208.099352051836"
"KS",66048,"15340","893835","USA","58268.252933507171"
"KS",66049,"14880","1296790","USA","87149.865591397849"
"KS",66050,"920","64644","USA","70265.217391304348"
"KS",66052,"940","70979","USA","75509.574468085106"
"KS",66053,"3760","312570","USA","83130.319148936170"
"KS",66054,"1280","74166","USA","57942.187500000000"
"KS",66056,"770","39791","USA","51676.623376623377"
"KS",66058,"150","7350","USA","49000.000000000000"
"KS",66060,"470","25808","USA","54910.638297872340"
"KS",66061,"28960","2496719","USA","86212.672651933702"
"KS",66062,"35500","2969506","USA","83648.056338028169"
"KS",66064,"2530","118486","USA","46832.411067193676"
"KS",66066,"1180","70387","USA","59650.000000000000"
"KS",66067,"7160","376821","USA","52628.631284916201"
"KS",66070,"1180","78277","USA","66336.440677966102"
"KS",66071,"5860","390460","USA","66631.399317406143"
"KS",66072,"450","26124","USA","58053.333333333333"
"KS",66073,"1100","68439","USA","62217.272727272727"
"KS",66075,"870","40622","USA","46691.954022988506"
"KS",66076,"970","51399","USA","52988.659793814433"
"KS",66078,"450","22521","USA","50046.666666666667"
"KS",66079,"350","21529","USA","61511.428571428571"
"KS",66080,"470","23247","USA","49461.702127659574"
"KS",66083,"5090","423436","USA","83189.783889980354"
"KS",66085,"4780","782900","USA","163786.610878661088"
"KS",66086,"4740","348057","USA","73429.746835443038"
"KS",66087,"890","50836","USA","57119.101123595506"
"KS",66088,"1030","59315","USA","57587.378640776699"
"KS",66090,"1130","61264","USA","54215.929203539823"
"KS",66091,"160","6446","USA","40287.500000000000"
"KS",66092,"1960","128274","USA","65445.918367346939"
"KS",66093,"260","14870","USA","57192.307692307692"
"KS",66094,"160","7423","USA","46393.750000000000"
"KS",66095,"430","20041","USA","46606.976744186047"
"KS",66097,"470","25560","USA","54382.978723404255"
"KS",66101,"4360","129821","USA","29775.458715596330"
"KS",66102,"11530","380091","USA","32965.394622723330"
"KS",66103,"5700","236792","USA","41542.456140350877"
"KS",66104,"11120","384408","USA","34569.064748201439"
"KS",66105,"970","27635","USA","28489.690721649485"
"KS",66106,"10740","445109","USA","41444.040968342644"
"KS",66109,"12160","817011","USA","67188.404605263158"
"KS",66111,"4070","195339","USA","47994.840294840295"
"KS",66112,"5960","252582","USA","42379.530201342282"
"KS",66202,"9360","568910","USA","60780.982905982906"
"KS",66203,"10020","545638","USA","54454.890219560878"
"KS",66204,"9710","526921","USA","54265.808444902163"
"KS",66205,"7170","947140","USA","132097.629009762901"
"KS",66206,"5140","1033625","USA","201094.357976653696"
"KS",66207,"7320","1022429","USA","139676.092896174863"
"KS",66208,"11080","2317537","USA","209163.989169675090"
"KS",66209,"9950","1655665","USA","166398.492462311558"
